"Date_periode";"Matrice_DPC_-_Domaine";"Matrice_DPC_-_Produits";"Matrice_DPC_-_Composants";"Etablissement";"Site";"Pole";"Service";"Territoire";"Direction";"Equipe";"Strategie_Domaine";"Strategie_Axe";"Strategie_sous-axe";"Libelle";"Code";"Indicateur_de_priorisation_d_Urgence/Strategie_annuelle";"Indicateur_de_priorisation_d_Urgence/Priorite_Projet";"Statut";"Chef_de_projet";"Typologie_d_activite";"Profil_de_Projet";"Etat_d_avancement/Meteo";"Etat_d_avancement/Commentaire_meteo";"Etat_d_avancement/Tendance";"Couts-Charges_Projet/Charge_DSN_estimee";"Couts-Charges_Projet/Duree_Estimee_du_projet__en_mois_";"Date_de_debut";"Date_de_fin";"Couts-Charges_Projet/Cout_initial_estime_du_projet__en_k__";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Complexite_et_freins__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Indicateur_de_priorisation_-_Opportunite_et_criticite__CALCUL_";"Indicateurs_de_priorisation_des_demandes/Charge_global_estimee__CALCUL_";"Portee_Projet___GHT_ou_Locale__";"Libelle";"Date_de_mise_a_jour";"Date_de_cloture_du_projet";"Libelle_long";"Description";"Date_de_creation"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"";"CH Gien";"";"";"";"";"";"";"";"";"";"PharmGuard - Administrator 4.3 GIEN";"23-090";"Non";"Priorité 4";"PRJ Terminé";"";"BUILD";"Applicatif";"";"";"";"0.0";"0.0";"22/06/2023";"31/12/2023";"0.0";"0.0";"10.0";"0.0";"LOCAL";"PharmGuard - Administrator 4.3 GIEN";"01/01/2024";"01/12/2023";"PharmGuard Administrator 4.3 est un logiciel de sécurité des médicaments de Smiths Medical";"PharmGuard Administrator 4.3 est un logiciel de sécurité des médicaments de Smiths Medical. Il peut être configuré pour être utilisé avec les pompes suivantes: Pompe à perfusion ambulatoire CADD®-Solis (modèles 2100 et 2110) et Pompe à perfusion ambulatoire CADD®-Solis VIP (modèle 2120) 1. PharmGuard Administrator peut également servir à créer et gérer des protocoles et des bibliothèques de protocoles, gérer les comptes utilisateurs, les autorisations et l’accès aux bibliothèques de protocoles, déterminer le degré de flexibilité dont les utilisateurs peuvent disposer lorsqu’ils modifient des protocoles avant de les envoyer vers une pompe, envoyer une bibliothèque de protocoles et obtenir l’historique, envoyer un seul protocole (pompes à perfusion ambulatoires CADD®-Solis VIP uniquement), imprimer des étiquettes à codes-barres d’ID médicament, afficher, imprimer et exporter les rapports du journal et de pompe.";"29/06/2023"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"Autre disciplines médicales";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Philips Ultrasound Workspace 6.0 (UWS 6.0)";"24-063";"Non";"Priorité 2";"PRJ A lancer";"Yoann TOUATI";"BUILD";"Applicatif";"Orage";"";"Dégradation";"0.0";"0.0";"14/05/2024";"09/06/2026";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Philips Ultrasound Workspace 6.0 (UWS 6.0)";"11/03/2026";"";"Logiciel post-traitement échographie Cardiologie (MonEcho + Caas Qardia / Philips)";"La cardiologie souhaite se doter d’un logiciel de post traitement en échographie pour permettre de revoir et transmettre des images de qualité. En échangeant avec M SCHIRATTI, celui-ci me dit qu’une solution de ce type existe en maternité, MonEcho";"14/05/2024"
"01/03/2026";"Fonctions Support [SNFS]";"Achats";"";"_GHT";"";"";"";"";"";"";"";"";"";"Pièces  de marché (Magh2) vers la TG";"23-037";"Non";"Priorité 4";"PRJ Abandonné";"";"BUILD";"Applicatif";"Soleil";"";"";"0.0";"0.0";"01/01/2023";"31/12/2023";"0.0";"0.0";"10.0";"0.0";"GHT";"Pièces  de marché (Magh2) vers la TG";"01/02/2024";"01/01/2024";"";"";"24/02/2023"
"01/03/2026";"Fonctions Support [SNFS]";"Ressources Humaines";"";"CHU Orléans";"";"";"";"";"";"";"";"";"";"Pierre Pagot : Créer un contrat sur eplanning";"23-153";"Non";"Priorité 4";"DDE Refusée";"";"BUILD";"Applicatif";"";"";"";"0.0";"0.0";"19/10/2023";"31/03/2024";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Pierre Pagot : Créer un contrat sur eplanning";"01/09/2025";"01/08/2025";"Créer un formulaire pré rempli (pour créer un contrat sur eplanning, en lien avec Aggirplanning)";"Bonjour,  Pourriez-vous, après avoir échangé avec la DRH et le Cadre supérieur, créer un formulaire pré rempli (pour créer un contrat sur eplanning, en lien avec Aggirplanning) avec nos identifiants (quand on se connecte sur intranet), avec une reconnaissance de l'agent quand on insère le matricule de l'agent)?  Cela permettrait de gagner plus de temps pour tout le monde.  La DRH nous dit que vous pouvez le faire.  Merci à vous.  Mme POPINEAU Nathalie CS Pierre Pagot";"28/11/2023"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"Plateforme : Je me Forme à la Neurologie";"21-150";"Non";"Priorité 4";"PRJ Terminé";"";"BUILD";"Applicatif";"";"";"";"2.0";"";"17/09/2021";"31/12/2021";"1.0";"0.0";"10.0";"7.0";"LOCAL";"Plateforme : Je me Forme à la Neurologie";"13/01/2023";"01/03/2022";"Développement de compétences en neurologie";"nouvel outil support pour le développement de compétences en neurologie  JFN - plateforme de formation   https://jfneurologie.wixsite.com/website";"01/10/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Télémédecine";"";"CHU Orléans";"Hôpital de la source";"PMI";"Cardio";"";"";"";"";"";"";"Plateforme de télé-suivi des patients porteurs d’implants cardiaques (IMPLICITY)";"20-003";"Non";"Priorité 4";"PRJ Terminé";"Stéphane ORANGE";"BUILD";"Applicatif";"";"";"";"9.0";"";"14/01/2020";"31/12/2020";"9.0";"";"0.0";"36.0";"LOCAL";"Plateforme de télé-suivi des patients porteurs d’implants cardiaques (IMPLICITY)";"01/10/2024";"01/12/2020";"Plateforme de télé-suivi des patients porteurs d’implants cardiaques";"Plateforme de télé-suivi des patients porteurs d’implants cardiaques";"31/08/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"Portail Ville-Hôpital";"";"_GHT";"";"";"";"";"";"";"";"";"";"Plateforme d'orchestration de services, humaine et digitale, du parcours de santé";"24-145";"Non";"Priorité 4";"DDE En attente";"";"BUILD";"Applicatif";"Soleil";"";"";"0.0";"0.0";"01/01/2025";"31/12/2026";"0.0";"0.0";"10.0";"0.0";"GHT";"Plateforme d'orchestration de services, humaine et digitale, du parcours de santé";"20/11/2025";"";"Démonstration de la Solution CARESIDE pour le CHU d’Orléans";"Mme Véronique Bianco, Directrice Parcours, Qualité, Usagers du CHU d’Orléans, a sollicité une démonstration de la solution CARESIDE. Cette demande a été adressée à la DSN du GHT du Loiret pour avis et organisation. Le PMO de la DSN planifiera la démonstration au cours du premier trimestre 2025, en collaboration avec l’éditeur de CARESIDE et les équipes métiers du CHU.";"31/10/2024"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Business Intelligence";"";"_GHT";"";"";"";"";"Direction DSN";"PMO";"Stratégie Fonctions Support [SNFS]";"Axe 2: SNFS-Soutien aux fonctions support transversales​";"Rendre accessible les outils de façon multisite​";"PMO - Tableau de bord global d’activité de la DSN";"23-064";"Non";"Priorité 3";"PRJ En cours";"Mickael MALLET";"BUILD";"Applicatif";"Soleil";"";"Amélioration";"30.0";"0.0";"03/04/2023";"29/03/2026";"0.0";"0.0";"10.0";"30.0";"GHT";"PMO - Tableau de bord global d’activité de la DSN";"03/03/2026";"";"";"STAGE RAPHAEL COCHET : Tableau de bord global d’activité de la DSN - Lot Automatisation et Optimisation  Créer un Tableau de bord global d’activité de la DSN (page web qui pourra être diffusée sur l’intranet et sur un grand écran à l’entrée du service) (Affichage des données projets, données productions (incidents, mises en production), données qualité (fiches d’évènements indésirables, contrats de service taux dispo globale SI  FINANCES DSN --> 2 %  des finances  globales du hôpital répartition % des dépenses par domaine.  POur DSN >> avancement . Ratio / Budget ==> Commande";"27/03/2023"
"01/03/2026";"Fonctions Support [SNFS]";"Logistique et Services Techniques : (WMS, GTC, Appel malade, …)";"";"CH Beaugency";"";"";"";"";"";"";"Stratégie Fonctions Support [SNFS]";"Axe 2: SNFS-Soutien aux fonctions support transversales​";"";"POC - Reprise Téléphonie Beaugency";"25-015";"Non";"Priorité 3";"PRJ A lancer";"Thierry BENARD";"BUILD";"Technique";"Soleil";"";"Sans Objet";"15.0";"0.0";"01/01/2025";"31/12/2025";"0.0";"6.0";"35.0";"16.0";"GHT";"POC - Reprise Téléphonie Beaugency";"27/02/2025";"";"POC - Reprise Téléphonie Beaugency";"Le projet consiste à reprendre la gestion de la téléphonie du site de l'hôpital de Beaugency par la Direction des Services Numériques (DSN) du Groupement Hospitalier de Territoire (GHT) du Loiret. La première étape de ce projet est de réaliser une preuve de concept (POC) avec la solution TAMAT, déjà utilisée pour les appels malades sur d'autres sites du GHT. Cette initiative est une nouveauté pour les équipes DSN du CHU d'Orléans, car la téléphonie n'était pas dans leur périmètre de compétences.";"28/01/2025"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Health Data Hub (VNA, Viewer, Plate-forme d’intermédiation)";"";"_GHT";"";"";"";"";"";"";"Stratégie Valorisation de la Donnée [SNVD]​";"Axe 1: SNVD-Recherche";"";"POC Anonymisation image PACS";"24-084";"Non";"Priorité 4";"PRJ Terminé";"Stéphane ORANGE";"BUILD";"Applicatif";"Pluie";"";"";"5.0";"3.0";"02/07/2024";"31/12/2024";"8.0";"8.0";"25.0";"57.0";"LOCAL";"POC Anonymisation image PACS";"01/03/2025";"01/02/2025";"Proof of Concept (POC) pour l'anonymisation d'images médicales dans le cadre d'une étude de recherche gérée par Edouard SECHE, en utilisant la solution proposée par la société EDL, en vue d'une utilisation à long terme au CHU d'Orléans.";"Le projet de Proof of Concept (POC) sur l’anonymisation des images pour la recherche a pour objectif de tester la solution proposée par la société EDL en partenariat avec le CHU d’Orléans. Cette solution permettra d’anonymiser les images médicales utilisées dans les études de recherche, en conformité avec les réglementations en vigueur. Le POC sera réalisé sur un échantillon de 300 images issues du projet géré par Edouard SECHE, en accordant à EDL un accès au PACS pour récupérer les images à anonymiser. Les images anonymisées seront ensuite récupérées pour évaluer la performance et la fiabilité de la solution proposée.";"05/07/2024"
"01/03/2026";"";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"Portail Accueil des internes";"21-097";"Non";"Priorité 3";"PRJ Terminé";"Elodie SOUEDET";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"0.0";"";"01/01/2021";"31/12/2021";"0.0";"0.0";"10.0";"0.0";"";"Portail Accueil des internes";"13/01/2023";"01/06/2022";"Portail inscription administrative des internes";"Portail inscription administrative des internes, pièces justificatives, pour recrutement d'été.";"19/03/2021"
"01/03/2026";"Métiers du Soin [SNMS]";"Médicotechnique";"Laboratoire";"_GHT";"";"";"";"";"";"";"";"";"";"Portail résultats labos Cyberlab GHT";"25-034";"Non";"Priorité 4";"PRJ A lancer";"Patrice FRONTEAU";"BUILD";"";"";"";"";"0.0";"0.0";"01/01/2025";"09/07/2026";"0.0";"0.0";"10.0";"0.0";"LOCAL";"Portail résultats labos Cyberlab GHT";"01/03/2026";"";"Portail résultats labos Cyberlab GHT (CHAM, CHU)";"";"14/02/2025"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Poste de Travail (Ordinateur, Smartphone, tablette, imprimante, périphériques..)";"";"CHU Orléans";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"Poste de Travail Matériel";"22-106";"Non";"Priorité 4";"PRJ Terminé";"";"RUN";"Technique";"Soleil";"";"";"100.0";"24.0";"01/01/2023";"31/12/2025";"2611.0";"5.0";"25.0";"2711.0";"LOCAL";"Poste de Travail Matériel";"01/01/2026";"01/12/2025";"Poste de Travail Matériel  Ecran  Imprimante PC Fixe PC Portable Tablettes";"Poste de Travail Matériel	Ecran 		 121 000,00 € 	 115 000,00 € 	 33 390,00 €  Poste de Travail Matériel	Imprimante		 80 000,00 € 	 99 320,00 € 	 34 500,00 €  Poste de Travail Matériel	PC Fixe		 403 400,00 € 	 813 650,00 € 	 313 850,00 €  Poste de Travail Matériel	PC Portable		 167 540,00 € 	 184 240,00 € 	 178 620,00 €  Poste de Travail Matériel	Tablettes		 20 400,00 € 	 9 600,00 € 	 36 800,00 €  2023 - 2024 -2025";"03/08/2022"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Business Intelligence";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"";"";"";"PowerBI GHT";"24-023";"Non";"Priorité 2";"PRJ En cours";"";"BUILD";"Applicatif";"Soleil";"";"";"0.0";"0.0";"02/02/2024";"27/09/2024";"0.0";"0.0";"15.0";"0.0";"GHT";"PowerBI GHT";"13/06/2025";"";"";"Evaluer l’équivalent de powerBI dans le monde libre au travers de :  https://superset.apache.org (++ pour FAE)  https://www.metabase.com/  https://redash.io/";"02/02/2024"
"01/03/2026";"Socle Technique [SNST]";"Gestion de la Sécurité et des Risques";"";"CH Sully sur Loire";"";"";"";"";"";"";"";"";"";"PRA PCA Sully";"26-010";"Non";"Priorité 1";"PRJ En cours";"Franck LAVOREL";"BUILD";"Technique";"Soleil";"";"Stabilisation";"10.0";"0.0";"01/01/2026";"31/12/2026";"0.0";"0.0";"11.0";"20.0";"";"PRA PCA Sully";"17/02/2026";"";"PRA PCA Sully Sur Loire";"PRA PCA Sully Sur Loire";"22/01/2026"
"01/03/2026";"Métiers du Soin [SNMS]";"Portail Ville-Hôpital";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Métiers du Soin [SNMS]​";"Axe 3: SNMS-Simplification et modernisation du parcours de soin​";"";"PRESTADOM - Plateforme dédiée aux services d'aide à domicile";"21-142";"Non";"Priorité 4";"PRJ En cours";"Frédéric RAFFESTIN";"BUILD";"Applicatif";"Pluie";"cde ?";"Dégradation";"5.0";"6.0";"20/08/2021";"01/08/2025";"50.0";"8.0";"40.0";"72.0";"LOCAL";"PRESTADOM - Plateforme dédiée aux services d'aide à domicile";"24/04/2025";"";"PRESTADOM - plateforme expérimentale « service d’aide à domicile »";"Dans l’attente d’une solution régionale de type « sphère », mettre en place une plateforme mettant en relation, en temps réel, l’hôpital et les services d’aide à domicile.  Les demandes de prestations des assistantes sociales vers les entreprises d’aide à domicile sont réalisées aujourd’hui par téléphone quand il s’agit de faire sortir un patient hospitalisé qui nécessite une aide au ménage, aux courses, à la réalisation des repas, à la prise des repas, à la toilette, à l’habillage et déshabillage, aux changes, aux couchers, à l’entretien du linge, mais aussi, aide scolaire et éducative, administrative ou encore garde d’enfants, d’animaux, portage de repas, sortie accompagnée, et enfin stimulation cognitive.   La meilleure réactivité attendue de cette application, du fait d’une baisse des durées de séjour, sur un mode expérimental d’une année par exemple, constituerait un début de réponse à la fermeture de lits induite par un effectif infirmier contraint de façon inédite.";"03/09/2021"
"01/03/2026";"Socle Technique [SNST]";"Systèmes de Gestion de Base de Données";"";"CHU Orléans";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"Prestations Techniques (projet oracle)";"22-276";"Non";"Priorité 4";"PRJ Terminé";"";"BUILD";"Technique";"Soleil";"";"";"0.0";"";"01/01/2023";"31/12/2023";"0.0";"";"";"";"LOCAL";"Prestations Techniques (projet oracle)";"01/11/2024";"01/10/2024";"";"";"05/12/2022"
"01/03/2026";"Valorisation de la donnée [SNVD]";"Business Intelligence";"";"_GHT";"";"";"";"";"Direction DSN";"AMS";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"Production d’indicateurs Hop’En, Ségur et IFAQ";"20-030";"Oui";"Priorité 4";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"Pluie";"Risque sur Date MEP - insicateurs pas encore disponibles";"Dégradation";"15.0";"";"01/01/2020";"31/12/2022";"";"4.0";"20.0";"15.0";"GHT";"Production d’indicateurs Hop’En, Ségur et IFAQ";"01/10/2024";"01/07/2024";"";"Production d’indicateurs Hop’En, Ségur et IFAQ  ancien projet ==> HOPEN - Actualisation des indicateurs HOP'EN (D2.3, D3.1, D3.5)";"14/09/2020"
"01/03/2026";"Métiers du Soin [SNMS]";"";"";"_GHT";"";"";"";"";"";"";"";"";"";"Production d’indicateurs pour Hop’En 2 vague 1 (été 2025)";"25-068";"Non";"Priorité 1";"PRJ Terminé";"Jocelyn CADON";"BUILD";"Applicatif";"Nuage";"";"";"8.0";"0.0";"01/01/2025";"31/08/2025";"0.0";"0.0";"10.0";"8.0";"GHT";"Production d’indicateurs pour Hop’En 2 vague 1 (été 2025)";"01/12/2025";"01/11/2025";"Production d’indicateurs pour Hop’En 2 vague 1 (été 2025)";"Production d’indicateurs Hop’En, Ségur et IFAQ - SEGUR V2 - vague 1  Atteinte des cibles à réaliser avant été 2025  Choix entre décembre 2024 et juillet 2025. Le choix doit être fait avant fin juin.  Jocelyn peut saisir les indicateurs mais les référents de site doivent fournir les indicateurs à Jocelyn pour saisie.  Jocelyn suit/produit les sites Easily Nicolas pour CHAM, indicateurs à fournir Christophe pour EPSM, indicateurs à fournir Franck pour SULLY, indicateurs à fournir Production d’indicateurs pour Hop’En 2 vague 1 (été 2025) Coordinateur des indicateurs : Jocelyn Cadon";"14/03/2025"
"01/03/2026";"Socle Technique [SNST]";"Gestion de la Sécurité et des Risques";"";"CH Montargis";"";"";"";"";"";"";"";"";"";"Programme CARE - Sécurisation AD - CHAM";"25-052";"Non";"Priorité 2";"PRJ En cours";"Sebastien MARQUET";"BUILD";"";"Nuage";"";"";"0.0";"0.0";"01/01/2025";"31/12/2025";"0.0";"0.0";"10.0";"0.0";"";"Programme CARE - Sécurisation AD - CHAM";"07/05/2025";"";"";"";"03/03/2025"
"01/03/2026";"Métiers du Soin [SNMS]";"Soins Cliniques";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Métiers du Soin [SNMS]​";"Axe 2: SNMS-Convergence";"Easily";"PROGRAMME EASILY (projet Chapeau)";"22-116";"Non";"Priorité 1";"PRJ En cours";"";"BUILD";"Applicatif";"Soleil";"";"Stabilisation";"0.0";"";"01/07/2018";"31/12/2024";"";"";"";"";"GHT";"PROGRAMME EASILY (projet Chapeau)";"04/12/2025";"";"PROGRAMME EASILY";"Le PROGRAMME EASILY regroupe les projets Easily";"19/08/2022"
"01/03/2026";"Métiers du Soin [SNMS]";"";"";"_GHT";"";"";"";"";"";"";"Opérationnel";"Réglementaire";"";"Programme HOP'EN v2 GHT";"24-072";"Non";"Priorité 2";"PRJ En cours";"Alexandre ALLE";"BUILD";"Applicatif";"Pluie";"";"Dégradation";"120.0";"18.0";"30/05/2024";"01/10/2028";"250.0";"12.0";"50.0";"380.0";"GHT";"Programme HOP'EN v2 GHT";"09/03/2026";"";"Publication des arrêtés du 16 mai 2024 relatifs aux Dispositifs DPI et PFI du Couloir Hôpital officialise le lancement de la vague 2";"HOP'EN V2  Vague 2 du Ségur du numérique en santé :  Elle vise à compléter le socle de la vague 1 avec des objectifs ambitieux et inclut divers Dispositifs DPI et PFI pour l’Hôpital. Documents et “Release Candidate” : Les documents officiels et les versions “Release Candidate” pour les LGC, RIS et DRIMBOX sont disponibles, bien que susceptibles d’évoluer. Travaux en cours : Des travaux sont en cours pour les logiciels LGC SF, LGC CD, LGC Paramédicaux, LGO et SGL. Support et inscription : L’ANS offre un support via le Portail Industriels, permettant un suivi personnalisé et une mise en relation avec des experts dédiés.";"30/05/2024"
"01/03/2026";"Métiers du Soin [SNMS]";"Services Numériques aux Patients";"";"_GHT";"";"";"";"";"";"";"";"";"";"Programme LIFEN";"25-106";"Non";"Priorité 2";"PRJ En cours";"Jocelyn CADON";"BUILD";"Applicatif";"Soleil";"";"Amélioration";"50.0";"12.0";"03/06/2025";"06/03/2027";"50.0";"8.0";"51.0";"135.0";"GHT";"Programme LIFEN";"01/03/2026";"";"Programme LIFEN – Vers une convergence et une dématérialisation documentaire sécurisée au sein du GHT du Loiret";"Structurer un programme GHT autour de LIFEN pour:    1) Faciliter, optimiser l’intégration des documents entrants dans le DPI Easily,    2) sécuriser et tracer les envois de documents sortants vers les patients et correspondants,    3) harmoniser les pratiques entre CHU Orléans, Pithiviers et Gien,";"06/06/2025"
"01/03/2026";"Fonctions Support [SNFS]";"Ressources Humaines";"";"_GHT";"";"";"";"";"Direction DSN";"PROJETS";"Stratégie Fonctions Support [SNFS]";"Axe 1: SNFS-Gestion efficiente des établissements​";"Homogénéiser le paramétrage des Chaines Administratives​";"Programme ROC (via PASTEL) GHT";"22-061";"Non";"Priorité 2";"PRJ En cours";"Jonathan BEHR";"BUILD";"Applicatif";"Nuage";"";"";"50.0";"";"03/05/2022";"29/05/2025";"100.0";"7.0";"48.0";"215.0";"GHT";"Programme ROC (via PASTEL) GHT";"01/03/2026";"";"Programme ROC (Remboursement des Organismes Complémentaires)";"Déploiement du programme ROC (Remboursement des Organismes Complémentaires) pour lequel le décret est à paraître prochainement. Ce Décret s’impose aux établissements de santé comme aux complémentaires AVANT FIN 2023 Chaque établissement doit s’inscrire au plus vite dans une cohorte. Pour cela il y a lieu de se rapprocher de l’éditeur. L’inscription dans une cohorte passe par la signature du devis. Le MIPIH préconise d’éviter la dernière cohorte.   Des financements forfaitaires progressifs sont prévus : Pour acquérir le module ROC : 15 000 € dès la signature du  bon de commande auprès du MIPIH – Versement automatique. 10 000 € dès l’envoi du premier flux réel. Pour accompagner sur le terrain les établissements : 40 000 € dont 20 000 € en appui au diagnostic et à l’élaboration de la feuille de route et 20 000 € en appui de la mise en œuvre de cette feuille de route.   Comme Sully est un établissement de proximité, le MIPIH préconise de s’inscrire à une cohorte dans le cadre du GHT. Je ne sais pas si quelque chose est prévu en ce sens  La mise en place du programme ROC nécessite des prérequis techniques : La commande de lecteurs de DATAMATRIX (il existe un marché public et les délais de réception sont assez longs car toutes les demandes arrivent en même temps). La commande et l’installation des certificats IGC Santé (ANS). La commande et l’installation de la solution ROC Pastel (MIPIH). Un volet sécurité. Les tiers de transmission vers les AMC.";"03/05/2022"
"01/03/2026";"Fonctions Support [SNFS]";"Gestion Patients (Administrative, Facturation, PMSI)";"";"CH Montargis";"";"";"";"";"Direction DSN";"TECHNOLOGIES NUMERIQUES";"Stratégie Fonctions Support [SNFS]";"Axe 1: SNFS-Gestion efficiente des établissements​";"Homogénéiser le paramétrage des Chaines Administratives​";"Programme ROC HEXAGONE CHAM";"22-182";"Non";"Priorité 2";"PRJ Terminé";"Meryem SGHIRI";"BUILD";"Applicatif";"Nuage";"";"";"50.0";"19.0";"03/05/2022";"30/09/2023";"100.0";"7.0";"48.0";"215.0";"LOCAL";"Programme ROC HEXAGONE CHAM";"24/02/2025";"01/12/2024";"";"Déploiement du programme ROC (Remboursement des Organismes Complémentaires) pour lequel le décret est à paraître prochainement. Ce Décret s’impose aux établissements de santé comme aux complémentaires AVANT FIN 2023 Chaque établissement doit s’inscrire au plus vite dans une cohorte. Pour cela il y a lieu de se rapprocher de l’éditeur. L’inscription dans une cohorte passe par la signature du devis. Le MIPIH préconise d’éviter la dernière cohorte.   Des financements forfaitaires progressifs sont prévus : Pour acquérir le module ROC : 15 000 € dès la signature du  bon de commande auprès du MIPIH – Versement automatique. 10 000 € dès l’envoi du premier flux réel. Pour accompagner sur le terrain les établissements : 40 000 € dont 20 000 € en appui au diagnostic et à l’élaboration de la feuille de route et 20 000 € en appui de la mise en œuvre de cette feuille de route.   Comme Sully est un établissement de proximité, le MIPIH préconise de s’inscrire à une cohorte dans le cadre du GHT. Je ne sais pas si quelque chose est prévu en ce sens  La mise en place du programme ROC nécessite des prérequis techniques : La commande de lecteurs de DATAMATRIX (il existe un marché public et les délais de réception sont assez longs car toutes les demandes arrivent en même temps). La commande et l’installation des certificats IGC Santé (ANS). La commande et l’installation de la solution ROC Pastel (MIPIH). Un volet sécurité. Les tiers de transmission vers les AMC.";"21/09/2022"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Poste de Travail (Ordinateur, Smartphone, tablette, imprimante, périphériques..)";"";"CHU Orléans";"";"";"";"";"Direction DSN";"QCN";"Stratégie Socle Technique [SNST]​";"Axe 5: Réseaux Convergés";"";"Programme Zéro Fax";"22-216";"Non";"Priorité 2";"PRJ En cours";"Mickael MALLET";"RUN";"Technique";"Nuage";"";"Dégradation";"20.0";"";"14/10/2022";"31/12/2030";"";"9.0";"50.0";"25.0";"GHT";"Programme Zéro Fax";"29/01/2026";"";"Evolution du serveur de fax";"Réunion préparatoire DALP . mardi 18 octobre, 10H00 ou 10H30,. jeudi 20 octobre, 10H00 ou 10H30,. vendredi 21 octobre, 10H00 ou 10H30.  S DESSI >> Une sollicitation pour l’initialisation du projet : mes questions sont :  •	Quelle place de cette demande dans le portefeuille ? •	Quelle priorité donc •	Quelle ressource à aligner ou déjà alignée ?  Il semble que la fin du fax soit prévue pour les années 2026 à 2030 en France. Cette transition est particulièrement anticipée dans le secteur de la santé, où le fax est encore largement utilisé. Le CHU de Nantes, par exemple, se prépare à cette échéance en envisageant des alternatives comme la messagerie sécurisée MSSanté pour remplacer les fax analogiques.  L’arrêt des lignes de cuivre RTC (Réseau Téléphonique Commuté) est également en cours, avec un processus d’extinction échelonné qui a commencé en 2023. Ce changement s’inscrit dans une modernisation plus large des réseaux de télécommunication, avec un passage progressif vers des technologies numériques plus avancées.  Il est donc important pour les organisations qui dépendent encore du fax de commencer à planifier leur transition vers des solutions numériques afin de ne pas être prises au dépourvu lorsque le réseau cuivre sera définitivement arrêté.";"17/10/2022"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Catalogues de Services (Etudes, conceptions, développements)";"";"CHU Orléans";"";"";"";"";"";"";"Stratégie Fonctions Support [SNFS]";"Axe 2: SNFS-Soutien aux fonctions support transversales​";"";"Project Monitor - Déploiement DTP";"25-011";"Non";"Priorité 2";"PRJ Abandonné";"Mickael MALLET";"BUILD";"Travaux";"Nuage";"";"Dégradation";"10.0";"4.0";"01/01/2025";"31/12/2025";"25.0";"7.0";"35.0";"53.5";"LOCAL";"Project Monitor - Déploiement DTP";"01/01/2026";"01/12/2025";"PROJECT MONITOR : Déploiement Direction Travaux Patrimoine";"Le projet vise à intégrer un outil de gestion de projet commun pour la direction des travaux, maintenance et sécurité, afin d'améliorer la visibilité, le suivi budgétaire et l'uniformité des pratiques.";"16/01/2025"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Catalogues de Services (Etudes, conceptions, développements)";"";"_GHT";"";"";"";"";"";"";"";"";"";"PROJECT MONITOR (logiciel PPM)";"20-026";"Non";"Priorité 4";"PRJ Terminé";"Frédéric RAFFESTIN";"BUILD";"Applicatif";"Soleil";"";"Dégradation";"50.0";"12.0";"27/07/2020";"30/06/2021";"50.0";"0.0";"26.0";"125.0";"GHT";"PROJECT MONITOR (logiciel PPM)";"01/10/2024";"01/09/2022";"Gestion de portefeuille des projets SDSI et gestion de projets";"";"28/09/2020"
"01/03/2026";"Proximité Utilisateurs [SNPU]";"Catalogues de Services (Etudes, conceptions, développements)";"";"_GHT";"";"";"";"";"Direction DSN";"PMO";"Opérationnel";"Maintien en Condition Opérationnelle (MCO)";"";"Project Monitor : Evolutions Interop et nouvelles licences";"23-154";"Non";"Priorité 2";"DDE En attente";"Mickael MALLET";"BUILD";"Applicatif";"Soleil";"";"";"5.0";"0.0";"01/01/2023";"31/12/2023";"0.0";"0.0";"10.0";"5.0";"GHT";"Project Monitor : Evolutions Interop et nouvelles licences";"28/03/2024";"";"";"";"29/11/2023"
